Column1,Column2
Please remove City word.,Other
It should be Cold.,Other
Please remove City word.,Other
Please remove City word.,Other
It should be Cold.,Other
Please remove City word.,Other
Please remove City word.,Other
It should be Cold.,Other
Please remove that part. This is unnecessary.,Other
ok I am moving each IconNumber converter to specific content provider.,Other
"You should use ""CamelCase"" for ""static let"" data field naming",Other
"very confusing name.
just case name is changed, no decision was made though",Other
This method for increasing readability  only,Other
"log should be added
and again
is it possible to use guard instead of long if block???",Other
"is it possible to use guard block?
or if let block???",Other
Put log here.,Other
Put log here.,Other
In the else part have no code. So I think its better to remove this part.,Other
change this name to iOS convention such as didReceiveDeviceDisconnect or didDisconnectDevice or better names.,Other
"As per decision with HQ, we should use list icon. Please check.",Other
"1. Class name should start with SG prefix
2. Give a Meaningful class name.",Other
SG prefix should be added before class name. Please change it.,Other
what is the reason of such comment?,Other
"On top of this variable, those are all variable either computed or type.",Other
Please print the function name as well.,Other
Unnecessary log print. Please check.,Other
Use applog instead of print,Other
Unnecessary space. Please check.,Other
Unnecessary space/line break in this file. Please check.,Other
This new function has no definition. Please check.,Other
Better to use variable for derived path instead of hard coded path.,Other
What is part 2?,Other
Why you need to declare it as static? And how you requesting for quick settings?,Other
Remove pulse word. This feature is generic for watch devices.,Other
Please change function name. Remove pulse word. Put more generic word.,Other
Please change function name. Remove pulse word. Put more generic word.,Other
Please write Unit test of this class,Other
"This a cherry-pick CL. 

I will give anOther CL for unit test.",Other
why not general IP?,Other
can you check if this should be USER_NAME_2,Other
"In this occurrence, most probably it should be USER_NAME, as in the next occurrence, it is being set with USER_NAME_2.",Other
This is working in SRBD and won't affect HQ?,Other
Thanks for noticing this. It has been corrected in recent patch.,Other
Please keep the Group URI macro,Other
Send the Idmn_message_id,Other
Set a default string for testing purpose and send it to stack through flat buffers,Other
"Patch Set 4: Verified+1 Code-Review+2

Good Job!!!!!!",Other
Get Interface singleton instance. And do false of pre-regi and re-regi flag,Other
"Patch Set 1:

Need to check before merge",Other
"Patch Set 1: -Code-Review

Please rebase and submit again",Other
ADD ATT in checking,Other
checking notify ID for decide is it publish or unpublished notification,Other
add presence subscribe before presence publish,Other
"Patch Set 1: Code-Review-1

(3 comments)

Need test before merge. contact me before merge",Other
Need Save call id to track sip-message,Other
second sip notification of apps publish,Other
"There are two sip-notification, first was xml body then second is success message.",Other
generate response when request come from PTTApp,Other
"Patch Set 1: Code-Review+1

please don't submit, need to check",Other
Toggle variable implemented,Other
Toggle implemented,Other
Comment - out un-necessary code,Other
modify response message,Other
Please remove.,Other
Please blank space.,Other
